-------------------------------------------------------------------------
GoodLeaf Tray:	            Time: 	                    Operator ID:    |
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:05:27	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:05:27	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:05:27	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:05:27	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:05:27	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:05:27	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:05:27	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:05:27	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:05:27	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:05:27	Operator ID: 0109
GoodLeaf Tray:6630860161944	Time: 2022-08-01 11:05:27	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:05:27	Operator ID: 0109
GoodLeaf Tray:6630860161944	Time: 2022-08-01 11:05:27	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:05:27	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:05:27	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:05:27	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:05:27	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:05:27	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:05:27	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:05:27	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:05:28	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:05:28	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:06	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:06	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:06	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:06	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:06	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:06	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:06	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:07	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:07	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:07	Operator ID: 0109
GoodLeaf Tray:0612060161944	Time: 2022-08-01 11:18:07	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:07	Operator ID: 0109
GoodLeaf Tray:0612060161944	Time: 2022-08-01 11:18:07	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:07	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:07	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:07	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:07	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:07	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:12	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:13	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:13	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:13	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:13	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:13	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:13	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:13	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:13	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:13	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:13	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:13	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:13	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:13	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:13	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:13	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:14	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:14	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:14	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:14	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:14	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:14	Operator ID: 0109
GoodLeaf Tray:0612060161944	Time: 2022-08-01 11:18:14	Operator ID: 0109
GoodLeaf Tray:0612060161944	Time: 2022-08-01 11:18:14	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:14	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:14	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:14	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:14	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:16	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:16	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:17	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:17	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:17	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:17	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:17	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:17	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:17	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:17	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:17	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:17	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:17	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:17	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:17	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:17	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:17	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:17	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:18	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:18	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:18	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:18	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:18	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:18	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:18	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:18	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:18	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:18	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:18	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:18	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:18	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:18	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:19	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:19	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:19	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:19	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:19	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:19	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:19	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:19	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:20	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:20	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:21	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:21	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:21	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:21	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:21	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:21	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:21	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:21	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:27	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:27	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:27	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:27	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:27	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:27	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:27	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:27	Operator ID: 0109
GoodLeaf Tray:0612060161944	Time: 2022-08-01 11:18:28	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:28	Operator ID: 0109
GoodLeaf Tray:0612060161944	Time: 2022-08-01 11:18:28	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:28	Operator ID: 0109
GoodLeaf Tray:0612060161944	Time: 2022-08-01 11:18:28	Operator ID: 0109
GoodLeaf Tray:0612060161944	Time: 2022-08-01 11:18:28	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:28	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:28	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:29	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:29	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:29	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:29	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:29	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:29	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:30	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:30	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:30	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:30	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:30	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:30	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:30	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:30	Operator ID: 0109
GoodLeaf Tray:5640068161944	Time: 2022-08-01 11:18:30	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:30	Operator ID: 0109
GoodLeaf Tray:5640068161944	Time: 2022-08-01 11:18:30	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:30	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:30	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:30	Operator ID: 0109
GoodLeaf Tray:5640068161944	Time: 2022-08-01 11:18:31	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:31	Operator ID: 0109
GoodLeaf Tray:5640068161944	Time: 2022-08-01 11:18:31	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:31	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:31	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:31	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:31	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:31	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:31	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:31	Operator ID: 0109
GoodLeaf Tray:6650860167944	Time: 2022-08-01 11:18:31	Operator ID: 0109
GoodLeaf Tray:0632060167944	Time: 2022-08-01 11:18:31	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:31	Operator ID: 0109
GoodLeaf Tray:6650860167944	Time: 2022-08-01 11:18:31	Operator ID: 0109
GoodLeaf Tray:0632060167944	Time: 2022-08-01 11:18:31	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:31	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:31	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:32	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:32	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:32	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:32	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:32	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:32	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:32	Operator ID: 0109
GoodLeaf Tray:0632060761944	Time: 2022-08-01 11:18:33	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:33	Operator ID: 0109
GoodLeaf Tray:0632060761944	Time: 2022-08-01 11:18:33	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:33	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:33	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:33	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:33	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:33	Operator ID: 0109
GoodLeaf Tray:0632060761944	Time: 2022-08-01 11:18:34	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:34	Operator ID: 0109
GoodLeaf Tray:0632060761944	Time: 2022-08-01 11:18:34	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:34	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:34	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:34	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:34	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:34	Operator ID: 0109
GoodLeaf Tray:5640068161944	Time: 2022-08-01 11:18:34	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:34	Operator ID: 0109
GoodLeaf Tray:5640068161944	Time: 2022-08-01 11:18:34	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:34	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:35	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:35	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:35	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:35	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:35	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:35	Operator ID: 0109
GoodLeaf Tray:5640068161944	Time: 2022-08-01 11:18:35	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:35	Operator ID: 0109
GoodLeaf Tray:5640068161944	Time: 2022-08-01 11:18:35	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:35	Operator ID: 0109
GoodLeaf Tray:0632060167944	Time: 2022-08-01 11:18:35	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:35	Operator ID: 0109
GoodLeaf Tray:0632060167944	Time: 2022-08-01 11:18:35	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:35	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:35	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:35	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:35	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:35	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:36	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:36	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:36	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:36	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:36	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:36	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:36	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:36	Operator ID: 0109
